product_no,product_url,product_name,category,sub_category,price,fabric,fit_type,size_range,recommended_body_type,body_cover_features,style_tags,season,length_type,sleeve_type,color_options,recommended_age,coordination_items,product_summary,shoulder,chest,chest_measure_type,armhole,sleeve,sleeve_circumference,length,length_front,length_back,measurement_source,raw_measurements
28735,https://www.misharp.co.kr/product/detail.html?product_no=28735,슬림스트 핀턱 와이드 팬츠,팬츠,팬츠,40300,,세미와이드핏;와이드핏;슬림핏;밴딩핏;핀턱핏,55-66,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리,겨울,기본,없음,화이트,4050,데님;니트,【인디고염색의 히코리 스트라이프】,,,,,,,,,,,
27502,https://www.misharp.co.kr/product/detail.html?product_no=27502,러쉬 스트라이프 루즈핏 셔츠,블라우스/셔츠,셔츠,28500,코튼100% 소재입니다,오버핏;루즈핏,55-77,어깨좁음;하체통통,힙커버,데일리,여름,기본,긴팔,화이트;핑크,4050,데님,"미샵 - 러쉬 스트라이프 루즈핏 셔츠 (2 color) 러쉬 스트라이프 루즈핏 셔츠 (2 color) (해외배송 가능상품) ( 건) 러쉬 스트라이프 루즈핏 셔츠 (2 color) 28,500원 280원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 핑크 스카이 옵션선택 상품 목록 상품명 상품수 가격 러쉬 스트라이프 루즈핏",60,65.5,circumference,56,45,,,,,text,"[{""어깨단면"": ""60""}, {""암홀둘레"": ""56""}, {""소매길이"": ""45""}, {""가슴둘레"": ""131""}]"
27699,https://www.misharp.co.kr/product/detail.html?product_no=27699,내추럴핏 U넥 나시,,,18500,코튼65% 폴리35% 혼용 소재입니다 / 폴리35% 혼용 소재입니다,정핏;민소매핏,55-66반,어깨좁음;하체통통,허리라인보정,클래식;데일리;오피스룩,여름,롱,민소매,블랙;아이보리;베이지;브라운,4050,데님;스커트,【코튼65% / 고슬고슬 린넨 터치감】,32,46,circumference,44,,,,,,text,"[{""어깨단면"": ""32""}, {""암홀둘레"": ""44""}, {""가슴둘레"": ""92""}]"
28145,https://www.misharp.co.kr/product/detail.html?product_no=28145,레이스 트리밍 홈웨어 잠옷 바지 / 사이즈별,팬츠,팬츠,13000,폴리에스터100% 소재입니다,밴딩핏,66-77,복부체형;하체통통,뱃살커버;힙커버,페미닌;데일리,,기본,없음,아이보리;그레이;핑크,4050,데님,【F/L 사이즈별 제작】 4핑크/L(66-77) 라스트 1장,,,,,,,,,,,
27499,https://www.misharp.co.kr/product/detail.html?product_no=27499,팝 크로스 방수 앞치마,,,25800,나일론100% 소재이며,슬림핏,55-77,4050 여성 일반체형,,데일리,,기본,,,4050,데님,【물이나 양념이 젖지 않는 방수원단】,,,,,,,,,,,
27626,https://www.misharp.co.kr/product/detail.html?product_no=27626,솔리드 쿨 토시,,,14500,,,,4050 여성 일반체형,,데일리,,기본,,블랙;그레이,4050,데님,"미샵 - 솔리드 쿨 토시 (6 color) 솔리드 쿨 토시 (6 color) (해외배송 가능상품) ( 건) 솔리드 쿨 토시 (6 color) 14,500원 140원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 스카이 진그레이 블랙 옵션선택 상품 목록 상품명 상품수 가격 솔리드 쿨 토시 (6 color) 수량증가 수량감소",,,,,,,,,,,
19740,https://www.misharp.co.kr/product/detail.html?product_no=19740,쿨 드라이 덧신,,,3800,,,,4050 여성 일반체형,,데일리,여름,기본,,블랙,4050,데님,오랜 착용에도 쾌적!,,,,,,,,,,,
27462,https://www.misharp.co.kr/product/detail.html?product_no=27462,썸머 레이어드 네트 조끼,,,25500,,,55-66반,어깨좁음;복부체형,뱃살커버,데일리,여름,크롭,반팔,아이보리;베이지;네이비;소라,4050,데님;스커트;니트,"미샵 - 썸머 레이어드 네트 조끼 (4 color) 썸머 레이어드 네트 조끼 (4 color) (해외배송 가능상품) ( 건) 썸머 레이어드 네트 조끼 (4 color) 25,500원 250원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 아이보리 베이지 소라 네이비 옵션선택 상품 목록 상품명 상품수 가격 썸머 레이어드 네",36,46,circumference,48,,,,,,text,"[{""어깨단면"": ""36""}, {""암홀둘레"": ""48""}, {""가슴둘레"": ""92""}]"
28731,https://www.misharp.co.kr/product/detail.html?product_no=28731,디어 코지 아사면 잠옷 팬츠,팬츠,팬츠,13000,,밴딩핏;세미루즈,55-77,복부체형;하체통통,뱃살커버;힙커버,데일리,여름;겨울,기본,없음,핑크;네이비,4050,데님,【60수 고밀도의 쾌적함 / XL제작】,,,,,,,,,,,
28728,https://www.misharp.co.kr/product/detail.html?product_no=28728,올리버 시보리 반팔 맨투맨,티셔츠,티셔츠,25800,코튼96% 스판4% 혼용 소재입니다 / 스판4% 혼용 소재입니다,,55-77,어깨좁음,허리라인보정,데일리,여름;겨울,기본,반팔,화이트;그레이;소라,4050,데님;스커트,"미샵 - 올리버 시보리 반팔 맨투맨 (4 color) 올리버 시보리 반팔 맨투맨 (4 color) (해외배송 가능상품) ( 건) 올리버 시보리 반팔 맨투맨 (4 color) 25,800원 250원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 소라 그린 레드 그레이 옵션선택 상품 목록 상품명 상품수 가격 올리버 시보리 반",38,51,circumference,46,21,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""46""}, {""소매길이"": ""21""}, {""가슴둘레"": ""102""}]"
28730,https://www.misharp.co.kr/product/detail.html?product_no=28730,스테이 온 밴딩 와이드 코튼 팬츠,팬츠,팬츠,34800,코튼 96%와 스판 4% 혼용 소재이며 / 코튼96% 스판4% 혼용 소재입니다 / 스판 4% 혼용 소재이며 / 스판4% 혼용 소재입니다,와이드핏;밴딩핏,55-66반,복부체형;하체통통,힙커버;허리라인보정,데일리;오피스룩,겨울,기본,없음,블랙;화이트;베이지,4050,데님,"미샵 - 스테이 온 밴딩 와이드 코튼 팬츠 (3 color) 스테이 온 밴딩 와이드 코튼 팬츠 (3 color) (해외배송 가능상품) ( 건) 스테이 온 밴딩 와이드 코튼 팬츠 (3 color) 39,500원 34,800원 남은시간 3일 22:46:19 (4,700원 할인) 2026-05-18 12:00 ~ 2026-05-22 13:00 340원 (1%) 재입고 알림 SMS 상품 옵션 컬러",,,,,,,,,,,
28729,https://www.misharp.co.kr/product/detail.html?product_no=28729,베넷 레이어드 카라 니트,니트/가디건,니트,35500,폴리에스터94% 울6% 혼용 원사입니다 / 울6% 혼용 원사입니다,세미루즈,55-66반,어깨좁음,,클래식;데일리;오피스룩,여름;겨울,기본,반팔,그레이;네이비,4050,데님;니트,【레이어드 한 듯 편한 디자인】,37,47,circumference,46,22,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""46""}, {""소매길이"": ""22""}, {""가슴둘레"": ""94""}]"
24134,https://www.misharp.co.kr/product/detail.html?product_no=24134,(기획) 클래식 텐션 블라우스,블라우스/셔츠,블라우스,25800,,오버핏,55-66반,어깨좁음,뱃살커버;허리라인보정,클래식;데일리;오피스룩,여름;가을;겨울,기본,긴팔,블랙;화이트;네이비;브라운,4050,데님;니트,【사이즈별 제작 】,38,52.5,circumference,43,59,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""43""}, {""소매길이"": ""59""}, {""가슴둘레"": ""105""}]"
27473,https://www.misharp.co.kr/product/detail.html?product_no=27473,7부 벌룬 브이 가디건,니트/가디건,가디건,34800,비스코스67% 혼용 니트입니다,벌룬소매,55-77,어깨좁음;하체통통,허리라인보정,페미닌;데일리,,기본,7부소매,블랙;화이트;아이보리;그레이;브라운,4050,슬랙스;데님;스커트;니트,"미샵 - 7부 벌룬 브이 가디건 (4 color) 7부 벌룬 브이 가디건 (4 color) (해외배송 가능상품) ( 건) 7부 벌룬 브이 가디건 (4 color) 34,800원 340원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 아이보리 민트그레이 스킨브라운 블랙 옵션선택 상품 목록 상품명 상품수 가격 7부 벌룬 브이",39,52,circumference,42,37,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""42""}, {""소매길이"": ""37""}, {""가슴둘레"": ""104""}]"
23766,https://www.misharp.co.kr/product/detail.html?product_no=23766,다니 레글런 티셔츠,블라우스/셔츠,셔츠,29500,,레글런핏,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;힙커버;허리라인보정,데일리,여름;겨울,기본,레글런소매,블랙;아이보리,4050,데님,통통체형 날씬이 핏 추천!,,56,circumference,,43,,,,,text,"[{""소매길이"": ""43""}, {""가슴둘레"": ""112""}]"
27427,https://www.misharp.co.kr/product/detail.html?product_no=27427,버뮤다 뒷밴딩 와이드 데님,팬츠,데님,33900,코튼100% 소재입니다,와이드핏;일자핏;밴딩핏,55-77,복부체형;하체통통,힙커버,페미닌;데일리,여름,기본,없음,그레이,4050,데님,"미샵 - 버뮤다 뒷밴딩 와이드 데님 (2 color) 버뮤다 뒷밴딩 와이드 데님 (2 color) (해외배송 가능상품) ( 건) 버뮤다 뒷밴딩 와이드 데님 (2 color) 38,500원 33,900원 남은시간 3일 22:46:11 (4,600원 할인) 2026-05-18 12:00 ~ 2026-05-22 13:00 330원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선",,,,,,,,,,,
26629,https://www.misharp.co.kr/product/detail.html?product_no=26629,N. 브린 레이온 나시,,,38500,폴리10% 원단으로 아주 부드럽고 매끄러운 결을 연출하며 / 폴리10% 혼용 소재입니다 / 레이온90% 폴리10% 원단으로 아주 부드럽고 매끄러운 결을 연출하며 / 레이온90% 폴리10% 혼용 소재입니다,세미루즈;민소매핏,55-77,어깨좁음,,데일리,,기본,민소매,블랙;베이지;브라운,4050,데님,【고퀄한 실키 브랜드 원단】,34.5,49.5,circumference,40,,,,,,text,"[{""어깨단면"": ""34.5""}, {""암홀둘레"": ""40""}, {""가슴둘레"": ""99""}]"
28740,https://www.misharp.co.kr/product/detail.html?product_no=28740,더블 스트랩 웨지 샌들힐,,,52800,,슬림핏,,4050 여성 일반체형,허리라인보정,데일리,겨울,기본,,블랙;아이보리,4050,데님;스커트;원피스,【5cm 안정적인 굽높이】,,,,,,,,,,,
28741,https://www.misharp.co.kr/product/detail.html?product_no=28741,지오 린넨 트윌리,,,15800,,민소매핏,,4050 여성 일반체형,,데일리;오피스룩,봄;여름;가을,기본,민소매,블랙;핑크,4050,데님,"미샵 - 지오 린넨 트윌리 (4 color) 지오 린넨 트윌리 (4 color) (해외배송 가능상품) ( 건) 지오 린넨 트윌리 (4 color) 15,800원 150원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 핑크 블루 그린 블랙 옵션선택 상품 목록 상품명 상품수 가격 지오 린넨 트윌리 (4 color) 수량증가",,,,,,,,,,,
27335,https://www.misharp.co.kr/product/detail.html?product_no=27335,그루밍 프릴 블라우스,블라우스/셔츠,블라우스,48500,,세미루즈,55-77,어깨좁음,,클래식;데일리,봄;여름;가을,기본,긴팔,블랙;아이보리;베이지,4050,슬랙스;데님;니트,★ SS 제작상의 60 ★ 【4계절 내내 활용가능!】,37,51,circumference,48,61,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""48""}, {""소매길이"": ""61""}, {""가슴둘레"": ""102""}]"
28725,https://www.misharp.co.kr/product/detail.html?product_no=28725,스트릿 자수 레터링 셔츠,블라우스/셔츠,셔츠,43500,폴리에스터100% 소재입니다,,55-77,어깨좁음;하체통통,힙커버,데일리;오피스룩,봄;여름;가을,기본,긴팔,아이보리;소라,4050,데님,"미샵 - 스트릿 자수 레터링 셔츠 (2 color) 스트릿 자수 레터링 셔츠 (2 color) (해외배송 가능상품) ( 건) 스트릿 자수 레터링 셔츠 (2 color) 43,500원 430원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 아이보리 소라 옵션선택 상품 목록 상품명 상품수 가격 스트릿 자수 레터링 셔츠 (2",60,65,circumference,52,52.5,,,,,text,"[{""어깨단면"": ""60""}, {""암홀둘레"": ""52""}, {""소매길이"": ""52.5""}, {""가슴둘레"": ""130""}]"
28724,https://www.misharp.co.kr/product/detail.html?product_no=28724,라비 스트링 데님 셔츠 자켓,아우터,자켓,58500,,,55-77,어깨좁음,허리라인보정,클래식;데일리,봄;가을;겨울,기본,긴팔,,4050,데님,"미샵 - 라비 스트링 데님 셔츠 자켓 (1 color) 라비 스트링 데님 셔츠 자켓 (1 color) (해외배송 가능상품) ( 건) 라비 스트링 데님 셔츠 자켓 (1 color) 58,500원 580원 (1%) 재입고 알림 SMS 상품 옵션 옵션선택 상품 목록 상품명 상품수 가격 라비 스트링 데님 셔츠 자켓 (1 color) 수량증가 수량감소 58500 ( 580 ) 옵션 정보 바로구매 예약",67,67,circumference,50,44,,,,,text,"[{""어깨단면"": ""67""}, {""암홀둘레"": ""50""}, {""소매길이"": ""44""}, {""가슴둘레"": ""134""}]"
28723,https://www.misharp.co.kr/product/detail.html?product_no=28723,로그 텐션 배색 반팔 티셔츠,블라우스/셔츠,셔츠,24800,코튼94% 스판6% 혼용 소재입니다 / 스판6% 혼용 소재입니다,정핏,55-66반,어깨좁음,뱃살커버,클래식;데일리;오피스룩,여름;겨울,기본,반팔,블랙;아이보리;네이비;브라운,4050,슬랙스;데님,【밀도 높은 코튼94% 스판6% 혼용】,41,48,circumference,44,19,,,,,text,"[{""어깨단면"": ""41""}, {""암홀둘레"": ""44""}, {""소매길이"": ""19""}, {""가슴둘레"": ""96""}]"
27444,https://www.misharp.co.kr/product/detail.html?product_no=27444,밀리 와이드 코튼 팬츠,팬츠,팬츠,28600,,와이드핏,55-77,복부체형;하체통통,힙커버;허리라인보정,데일리,봄;여름;가을,기본,없음,블랙;화이트;아이보리;핑크;카키,4050,데님,【국내공정 / 탄탄한 코튼】,,,,,,,,,,,
26721,https://www.misharp.co.kr/product/detail.html?product_no=26721,루스 절개 라인 셔츠,블라우스/셔츠,셔츠,29500,,,55-77,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,데일리,여름,기본,긴팔,,4050,데님;니트,"미샵 - 루스 절개 라인 셔츠 (2 color) 루스 절개 라인 셔츠 (2 color) (해외배송 가능상품) ( 건) 루스 절개 라인 셔츠 (2 color) 29,500원 290원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 딥그린 와인레드 옵션선택 상품 목록 상품명 상품수 가격 루스 절개 라인 셔츠 (2 color)",53.5,53,circumference,43,41,,,,,text,"[{""어깨단면"": ""53.5""}, {""암홀둘레"": ""43""}, {""소매길이"": ""41""}, {""가슴둘레"": ""106""}]"
24934,https://www.misharp.co.kr/product/detail.html?product_no=24934,모먼트 모달 라운드 티셔츠,블라우스/셔츠,셔츠,15800,코튼57% 모달 스판 혼용 원단이며,,55-77,어깨좁음,,데일리,여름;겨울,기본,긴팔,블랙;화이트;아이보리,4050,데님,"미샵 - 모먼트 모달 라운드 티셔츠 (3 color) 모먼트 모달 라운드 티셔츠 (3 color) (해외배송 가능상품) ( 건) 모먼트 모달 라운드 티셔츠 (3 color) 15,800원 150원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 아이보리(블랙레터링) 블랙 옵션선택 상품 목록 상품명 상품수 가격 모먼트 모달",45,51.5,circumference,42,18,,,,,text,"[{""어깨단면"": ""45""}, {""암홀둘레"": ""42""}, {""소매길이"": ""18""}, {""가슴둘레"": ""103""}]"
27631,https://www.misharp.co.kr/product/detail.html?product_no=27631,투 타입 러블리 홈웨어 잠옷 바지,팬츠,팬츠,11900,폴리에스터100% 지지미 소재입니다,,55-66,복부체형;하체통통,힙커버,데일리,여름;겨울,기본,없음,핑크,4050,데님,"미샵 - 투 타입 러블리 홈웨어 잠옷 바지 (4 color) 투 타입 러블리 홈웨어 잠옷 바지 (4 color) (해외배송 가능상품) ( 건) 투 타입 러블리 홈웨어 잠옷 바지 (4 color) 13,500원 11,900원 남은시간 3일 22:45:52 (1,600원 할인) 2026-05-18 12:00 ~ 2026-05-22 13:00 110원 (1%) 재입고 알림 SMS 상품 옵션 컬러",,,,,,,,,,,
27615,https://www.misharp.co.kr/product/detail.html?product_no=27615,경량 쿠션 플랫폼 샌들,,,62800,,,,4050 여성 일반체형,,데일리,겨울,기본,,블랙,4050,데님,정말 가볍고 폭신한 착화감!,,,,,,,,,,,
28722,https://www.misharp.co.kr/product/detail.html?product_no=28722,사계절 실키 스트레치 셔츠,블라우스/셔츠,셔츠,36500,폴리에스터62% 레이온 / 스판6% 혼용으로 구김이 적고,세미루즈;정핏,55-77,어깨좁음,,클래식;데일리;오피스룩,봄;가을;겨울,기본,긴팔,블랙;화이트,4050,데님;니트,【스판6% 혼용의 편안함】,37,47,circumference,42,59.5,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""42""}, {""소매길이"": ""59.5""}, {""가슴둘레"": ""94""}]"
